10 year GDP Average,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2-Alpha Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Alternative conversion factor,Average % of Forest Cover (10 yrs),"Average Agriculture Contribution to GDP(% of GDP, 10 yrs)",Average Arable Land %(10 yrs),Average rural population (10 yrs),Average,Balance of Payments Manual in use,Country Code (Country),Country Code,Country Name (GDP),Country Name,Currency Unit,External debt Reporting status,Government Accounting concept,IMF data dissemination standard,Income Group,Indicator Code,Indicator Name,Land area(Sq Km),Latest agricultural census,Latest household survey,Latest industrial data,Latest population census,Latest trade data,Latest water withdrawal data,Lending category,Long Name,National accounts base year,National accounts reference year,Number of Records,Other groups,PPP survey year,Region,SNA price valuation,Short Name,Source of most recent Income and expenditure data,Special Notes,System of National Accounts,System of trade,Table Name,Vital registration complete,WB-2 code
2202189311.51793,,25810,25760,25760,25780,25780,25830,25830,25330,24780,24270,23640,23590,23590,23590,23760,23590,22920,22930,23090,22960,23020,22920,22870,23010,23080,22910,23300,23430,23050,23210,23230,23360,23340,23290,23240,23260,23290,23290,23290,LS,23340,23340,23040,23040,23140,23270,23070,23290,23620,23390,23260,23120,22853,22521,22773,,,,1.485207809,5.902076185,10.130764163,1517968.81818182,23630.5,"IMF Balance of Payments Manual, 6th edition.",LSO,LSO,Lesotho,Lesotho,Lesotho loti,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.AGRI.K2,Agricultural land (sq. km),30360,2010,"Demographic and Health Survey, 2014",,2016,2012,2000,IDA,Kingdom of Lesotho,2012,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Lesotho,"Expenditure survey/budget survey (ES/BS), 2010",Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.,Country uses the 1993 System of National Accounts methodology.,General trade system,Lesotho,,LS
2202189311.51793,,85.013175231,84.848484848,84.848484848,84.914361001,84.914361001,85.079051383,85.079051383,83.432147563,81.620553360,79.940711462,77.865612648,77.700922266,77.700922266,77.700922266,78.260869565,77.700922266,75.494071146,75.527009223,76.054018445,75.625823452,75.823451910,75.494071146,75.329380764,75.790513834,76.021080369,75.461133070,76.745718050,77.173913043,75.922266140,76.449275362,76.515151515,76.943346509,76.877470356,76.712779974,76.548089592,76.613965744,76.712779974,76.712779974,76.712779974,LS,76.877470356,76.877470356,75.889328063,75.889328063,76.218708827,76.646903821,75.988142292,76.712779974,77.799736495,77.042160738,76.613965744,76.152832675,75.273386034,74.179841897,75.009881423,,,,1.485207809,5.902076185,10.130764163,1517968.81818182,77.834321476,"IMF Balance of Payments Manual, 6th edition.",LSO,LSO,Lesotho,Lesotho,Lesotho loti,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.AGRI.ZS,Agricultural land (% of land area),30360,2010,"Demographic and Health Survey, 2014",,2016,2012,2000,IDA,Kingdom of Lesotho,2012,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Lesotho,"Expenditure survey/budget survey (ES/BS), 2010",Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.,Country uses the 1993 System of National Accounts methodology.,General trade system,Lesotho,,LS
2202189311.51793,,358000,353000,353000,355000,355000,360000,360000,365000,365000,368000,360000,355000,355000,355000,372000,355000,288000,289000,305000,292000,298000,288000,283000,297000,304000,287000,326000,339000,301000,317000,319000,332000,330000,325000,320000,322000,325000,325000,325000,LS,330000,330000,300000,300000,310000,323000,303000,325000,358000,335000,322000,308000,281300,248100,272300,,,,1.485207809,5.902076185,10.130764163,1517968.81818182,324568.518518519,"IMF Balance of Payments Manual, 6th edition.",LSO,LSO,Lesotho,Lesotho,Lesotho loti,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.ARBL.HA,Arable land (hectares),30360,2010,"Demographic and Health Survey, 2014",,2016,2012,2000,IDA,Kingdom of Lesotho,2012,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Lesotho,"Expenditure survey/budget survey (ES/BS), 2010",Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.,Country uses the 1993 System of National Accounts methodology.,General trade system,Lesotho,,LS
2202189311.51793,,11.791831357,11.627140975,11.627140975,11.693017128,11.693017128,11.857707510,11.857707510,12.022397892,12.022397892,12.121212121,11.857707510,11.693017128,11.693017128,11.693017128,12.252964427,11.693017128,9.486166008,9.519104084,10.046113307,9.617918314,9.815546772,9.486166008,9.321475626,9.782608696,10.013175231,9.453227931,10.737812912,11.166007905,9.914361001,10.441370224,10.507246377,10.935441370,10.869565217,10.704874835,10.540184453,10.606060606,10.704874835,10.704874835,10.704874835,LS,10.869565217,10.869565217,9.881422925,9.881422925,10.210803689,10.638998682,9.980237154,10.704874835,11.791831357,11.034255599,10.606060606,10.144927536,9.265480896,8.171936759,8.969038208,,,,1.485207809,5.902076185,10.130764163,1517968.81818182,10.690662665,"IMF Balance of Payments Manual, 6th edition.",LSO,LSO,Lesotho,Lesotho,Lesotho loti,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.ARBL.ZS,Arable land (% of land area),30360,2010,"Demographic and Health Survey, 2014",,2016,2012,2000,IDA,Kingdom of Lesotho,2012,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Lesotho,"Expenditure survey/budget survey (ES/BS), 2010",Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.,Country uses the 1993 System of National Accounts methodology.,General trade system,Lesotho,,LS
2202189311.51793,,0.098814229,0.098814229,0.098814229,0.098814229,0.098814229,0.098814229,0.098814229,0.098814229,0.098814229,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,LS,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.131752306,0.164690382,,,,1.485207809,5.902076185,10.130764163,1517968.81818182,0.126872591,"IMF Balance of Payments Manual, 6th edition.",LSO,LSO,Lesotho,Lesotho,Lesotho loti,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.CROP.ZS,Permanent cropland (% of land area),30360,2010,"Demographic and Health Survey, 2014",,2016,2012,2000,IDA,Kingdom of Lesotho,2012,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Lesotho,"Expenditure survey/budget survey (ES/BS), 2010",Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.,Country uses the 1993 System of National Accounts methodology.,General trade system,Lesotho,,LS
2202189311.51793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.317523057,1.324110672,1.330698287,1.337285903,1.343873518,1.350461133,1.357048748,1.363636364,1.370223979,1.376811594,LS,1.383399209,1.389986825,1.396574440,1.403162055,1.409749671,1.416337286,1.422924901,1.429512516,1.436100132,1.442687747,1.449275362,1.482213439,1.515151515,1.548089592,1.581027668,1.613965744,,,1.485207809,5.902076185,10.130764163,1517968.81818182,1.415070437,"IMF Balance of Payments Manual, 6th edition.",LSO,LSO,Lesotho,Lesotho,Lesotho loti,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.FRST.ZS,Forest area (% of land area),30360,2010,"Demographic and Health Survey, 2014",,2016,2012,2000,IDA,Kingdom of Lesotho,2012,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Lesotho,"Expenditure survey/budget survey (ES/BS), 2010",Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.,Country uses the 1993 System of National Accounts methodology.,General trade system,Lesotho,,LS
2202189311.51793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LS,,,,,,,,,0.033869602,0.034202651,0.034393809,0.038927336,0.048133724,0.053283602,,,,,1.485207809,5.902076185,10.130764163,1517968.81818182,0.040468454,"IMF Balance of Payments Manual, 6th edition.",LSO,LSO,Lesotho,Lesotho,Lesotho loti,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.IRIG.AG.ZS,Agricultural irrigated land (% of total agricultural land),30360,2010,"Demographic and Health Survey, 2014",,2016,2012,2000,IDA,Kingdom of Lesotho,2012,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Lesotho,"Expenditure survey/budget survey (ES/BS), 2010",Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.,Country uses the 1993 System of National Accounts methodology.,General trade system,Lesotho,,LS
2202189311.51793,,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,LS,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,,1.485207809,5.902076185,10.130764163,1517968.81818182,30360,"IMF Balance of Payments Manual, 6th edition.",LSO,LSO,Lesotho,Lesotho,Lesotho loti,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.TOTL.K2,Land area (sq. km),30360,2010,"Demographic and Health Survey, 2014",,2016,2012,2000,IDA,Kingdom of Lesotho,2012,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Lesotho,"Expenditure survey/budget survey (ES/BS), 2010",Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.,Country uses the 1993 System of National Accounts methodology.,General trade system,Lesotho,,LS
2202189311.51793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LS,,,,,,,,,,,,,,,,,,,1.485207809,5.902076185,10.130764163,1517968.81818182,,"IMF Balance of Payments Manual, 6th edition.",LSO,LSO,Lesotho,Lesotho,Lesotho loti,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.TOTL.RU.K2,Rural land area (sq. km),30360,2010,"Demographic and Health Survey, 2014",,2016,2012,2000,IDA,Kingdom of Lesotho,2012,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Lesotho,"Expenditure survey/budget survey (ES/BS), 2010",Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.,Country uses the 1993 System of National Accounts methodology.,General trade system,Lesotho,,LS
2202189311.51793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LS,,,,,,,,,,,,,,,,,,,1.485207809,5.902076185,10.130764163,1517968.81818182,,"IMF Balance of Payments Manual, 6th edition.",LSO,LSO,Lesotho,Lesotho,Lesotho loti,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.TOTL.UR.K2,Urban land area (sq. km),30360,2010,"Demographic and Health Survey, 2014",,2016,2012,2000,IDA,Kingdom of Lesotho,2012,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Lesotho,"Expenditure survey/budget survey (ES/BS), 2010",Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.,Country uses the 1993 System of National Accounts methodology.,General trade system,Lesotho,,LS
2202189311.51793,93.0838,94.217768595,94.846402878,89.651273885,88.384839650,83.102139037,57.928940568,48.564166459,48.885823939,45.764624597,47.910135135,30.388469185,46.928771930,56.902459016,45.625762712,41.456673511,34.607537248,43.722837370,37.904420485,38.834060325,24.610900783,26.810461181,17.282461675,17.417329431,16.286314395,17.132322683,17.431236793,15.917085019,15.521999585,14.107373251,13.597840836,8.047160954,9.882329003,9.005795233,8.850346114,9.454806544,8.111420372,7.524401112,8.883474778,9.311757688,LS,8.299346311,8.776120077,6.788967209,6.894790805,6.697234811,6.421187777,5.517100025,5.474547274,5.805357577,6.270832612,5.792723421,5.829778653,5.636560556,6.610561925,5.895066715,5.669121498,,,1.485207809,5.902076185,10.130764163,1517968.81818182,27.612088962,"IMF Balance of Payments Manual, 6th edition.",LSO,LSO,Lesotho,Lesotho,Lesotho loti,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,NV.AGR.TOTL.ZS,"Agriculture, value added (% of GDP)",30360,2010,"Demographic and Health Survey, 2014",,2016,2012,2000,IDA,Kingdom of Lesotho,2012,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Lesotho,"Expenditure survey/budget survey (ES/BS), 2010",Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.,Country uses the 1993 System of National Accounts methodology.,General trade system,Lesotho,,LS
2202189311.51793,3.45793e+07,35699286.0142797,41859162.8167437,47039059.2188156,51938961.2207756,54878902.4219516,56698866.0226795,59260814.7837043,61444771.1045779,65966680.6663867,68738625.2274955,76482102.9082774,80915831.9240276,121181556.195965,150846210.448859,149560513.860717,147654093.836247,193307267.709292,266559337.626495,290142517.814727,431561376.476631,434188034.188034,348746792.515574,386699344.059023,333158502.306626,268626893.690796,318862870.333317,402774850.256341,470389190.094405,495404890.865006,596415106.633185,704329193.303687,831033946.369022,835592816.316424,878250452.815718,1001889845.5807,946123280.510758,997996034.86775,928458201.135382,912771283.593936,LS,887295262.184165,825706966.802027,775780697.302945,1157832935.83899,1511236652.019,1682350941.54943,1800105593.03747,1825385552.2422,1875881172.42008,1870006879.27367,2392147273.25836,2795705636.58808,2666218870.25386,2499410956.14577,2538831766.20046,2278037785.7279,,,1.485207809,5.902076185,10.130764163,1517968.81818182,784999316.374867,"IMF Balance of Payments Manual, 6th edition.",LSO,LSO,Lesotho,Lesotho,Lesotho loti,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,NY.GDP.MKTP.CD,GDP (current US$),30360,2010,"Demographic and Health Survey, 2014",,2016,2012,2000,IDA,Kingdom of Lesotho,2012,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Lesotho,"Expenditure survey/budget survey (ES/BS), 2010",Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2012.,Country uses the 1993 System of National Accounts methodology.,General trade system,Lesotho,,LS
41972343186.2412,,252000,252050,252100,252150,252200,252250,252300,252350,252400,252450,252500,252550,252600,252650,255720,255780,255800,255800,255800,255800,255800,255800,255800,255050,263540,263730,264350,266620,270530,267700,268770,270720,268400,272320,272180,264510,265940,264580,268760,KE,266710,268390,268180,268740,269920,270020,270540,270700,270850,272850,273200,276300,277300,276300,276300,,,,7.432266226,27.595490118,9.746986682,30884600.2727273,262567.592592593,"IMF Balance of Payments Manual, 6th edition.",KEN,KEN,Kenya,Kenya,Kenyan shilling,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.AGRI.K2,Agricultural land (sq. km),569140,,"Malaria Indicator Survey, 2015",2013,2009,2013,2010,IDA,Republic of Kenya,2009,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Kenya,"Integrated household survey (IHS), 2005/06",Fiscal year end: June 30; reporting period for national accounts data: CY.,Country uses the 2008 System of National Accounts methodology.,General trade system,Kenya,,KE
41972343186.2412,,44.277330709,44.286115894,44.294901079,44.303686263,44.312471448,44.321256633,44.330041817,44.338827002,44.347612187,44.356397371,44.365182556,44.373967741,44.382752925,44.391538110,44.930948449,44.941490670,44.945004744,44.945004744,44.945004744,44.945004744,44.945004744,44.945004744,44.945004744,44.813226974,46.304951330,46.338335032,46.447271322,46.846118705,47.533120146,47.035878694,47.223881646,47.566503848,47.158871279,47.847629757,47.823031240,46.475383913,46.726640194,46.487683171,47.222124609,KE,46.861932038,47.157114243,47.120216467,47.218610535,47.425940893,47.443511263,47.534877183,47.562989774,47.589345328,47.940752715,48.002249007,48.546930456,48.722634150,48.546930456,48.546930456,,,,7.432266226,27.595490118,9.746986682,30884600.2727273,46.134095757,"IMF Balance of Payments Manual, 6th edition.",KEN,KEN,Kenya,Kenya,Kenyan shilling,Actual,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),Lower middle income,AG.LND.AGRI.ZS,Agricultural land (% of land area),569140,,"Malaria Indicator Survey, 2015",2013,2009,2013,2010,IDA,Republic of Kenya,2009,,1,,2011,Sub-Saharan Africa,Value added at basic prices (VAB),Kenya,"Integrated household survey (IHS), 2005/06",Fiscal year end: June 30; reporting period for national accounts data: CY.,Country uses the 2008 System of National Accounts methodology.,General trade system,Kenya,,KE
